business_class,description,is_load_business_class,single_or_multiple,load_family_root,family_root_base,family_root_base_exists_as_business_class,load_variant_base,variant_root_exists_as_business_class,naming_pattern,is_exact_variant_base,relationship_role,grouping_method,family_member_count,family_root_base_count,variant_bases_csv,related_members_csv,related_business_classes_csv
VendorExcludeTemplateImport,The VendorExcludeTemplateImport Raw Data Web Service contains operations that expose VendorExcludeTemplateImport-related data in the Infor Enterprise Business Services.,Y,single,VendorExcludeTemplate,VendorExcludeTemplateImport,Y,VendorExcludeTemplateImport,Y,Import,Y,,direct_variant,1,1,VendorExcludeTemplateImport,,VendorExcludeTemplateImport
VendorMappingTableInterface,The VendorMappingTableInterface Raw Data Web Service contains operations that expose VendorMappingTableInterface-related data in the Infor Enterprise Business Services.,Y,single,VendorMappingTable,VendorMappingTableInterface,Y,VendorMappingTableInterface,Y,Interface,Y,,direct_variant,1,1,VendorMappingTableInterface,,VendorMappingTableInterface
WarehouseBatchFeedbackInterface,The WarehouseBatchFeedbackInterface Raw Data Web Service contains operations that expose WarehouseBatchFeedbackInterface-related tasks in the Infor Enterprise Business Services.,Y,single,WarehouseBatchFeedback,WarehouseBatchFeedbackInterface,Y,WarehouseBatchFeedbackInterface,Y,Interface,Y,,direct_variant,1,1,WarehouseBatchFeedbackInterface,,WarehouseBatchFeedbackInterface
WarehouseFeedbackInterfaceInput,The WarehouseFeedbackInterfaceInput Raw Data Web Service contains operations that expose WarehouseFeedbackInterfaceInput-related data in the Infor Enterprise Business Services.,Y,single,WarehouseFeedback,WarehouseFeedbackInterface,N,WarehouseFeedbackInterface,N,Interface,N,Input,suffix_member,1,1,WarehouseFeedbackInterface,WarehouseFeedbackInterfaceInput,WarehouseFeedbackInterfaceInput
WarehouseForecastDemandInterface,The WarehouseForecastDemandInterface Raw Data Web Service contains operations that expose WarehouseForecastDemandInterface-related tasks in the Infor Enterprise Business Services.,Y,single,WarehouseForecastDemand,WarehouseForecastDemandInterface,Y,WarehouseForecastDemandInterface,Y,Interface,Y,,direct_variant,1,1,WarehouseForecastDemandInterface,,WarehouseForecastDemandInterface
AssetCommentImport,The AssetCommentImport Raw Data Web Service contains operations that expose AssetCommentImport-related data in the Infor Enterprise Business Services.,Y,multiple,Asset,AssetImport,Y,AssetCommentImport,Y,Import,Y,Comment,folded_variant_base,6,2,"AssetCommentImport, AssetImport, AssetInterface","AssetCommentImport, AssetImportFund, AssetInterfaceFund, AssetInterfaceOptions","AssetCommentImport, AssetImport, AssetImportFund, AssetInterface, AssetInterfaceFund, AssetInterfaceOptions"
AssetImport,The AssetImport Raw Data Web Service contains operations that expose AssetImport-related data in the Infor Enterprise Business Services.,Y,multiple,Asset,AssetImport,Y,AssetImport,Y,Import,Y,,direct_variant,6,2,"AssetCommentImport, AssetImport, AssetInterface","AssetCommentImport, AssetImportFund, AssetInterfaceFund, AssetInterfaceOptions","AssetCommentImport, AssetImport, AssetImportFund, AssetInterface, AssetInterfaceFund, AssetInterfaceOptions"
AssetImportFund,The AssetImportFund Raw Data Web Service contains operations that expose AssetImportFund-related data in the Infor Enterprise Business Services.,Y,multiple,Asset,AssetImport,Y,AssetImport,Y,Import,N,Fund,suffix_member,6,2,"AssetCommentImport, AssetImport, AssetInterface","AssetCommentImport, AssetImportFund, AssetInterfaceFund, AssetInterfaceOptions","AssetCommentImport, AssetImport, AssetImportFund, AssetInterface, AssetInterfaceFund, AssetInterfaceOptions"
AssetInterface,The AssetInterface Raw Data Web Service contains operations that expose AssetInterface-related data in the Infor Enterprise Business Services.,Y,multiple,Asset,AssetInterface,Y,AssetInterface,Y,Interface,Y,,direct_variant,6,2,"AssetCommentImport, AssetImport, AssetInterface","AssetCommentImport, AssetImportFund, AssetInterfaceFund, AssetInterfaceOptions","AssetCommentImport, AssetImport, AssetImportFund, AssetInterface, AssetInterfaceFund, AssetInterfaceOptions"
AssetInterfaceFund,The AssetInterfaceFund Raw Data Web Service contains operations that expose AssetInterfaceFund-related data in the Infor Enterprise Business Services.,Y,multiple,Asset,AssetInterface,Y,AssetInterface,Y,Interface,N,Fund,suffix_member,6,2,"AssetCommentImport, AssetImport, AssetInterface","AssetCommentImport, AssetImportFund, AssetInterfaceFund, AssetInterfaceOptions","AssetCommentImport, AssetImport, AssetImportFund, AssetInterface, AssetInterfaceFund, AssetInterfaceOptions"
AssetInterfaceOptions,The AssetInterfaceOptions Raw Data Web Service contains operations that expose AssetInterfaceOptions-related data in the Infor Enterprise Business Services.,Y,multiple,Asset,AssetInterface,Y,AssetInterface,Y,Interface,N,Options,suffix_member,6,2,"AssetCommentImport, AssetImport, AssetInterface","AssetCommentImport, AssetImportFund, AssetInterfaceFund, AssetInterfaceOptions","AssetCommentImport, AssetImport, AssetImportFund, AssetInterface, AssetInterfaceFund, AssetInterfaceOptions"
AssetBookAdditionalImport,The AssetBookAdditionalImport Raw Data Web Service contains operations that expose AssetBookAdditionalImport-related data in the Infor Enterprise Business Services.,Y,multiple,AssetBook,AssetBookImport,Y,AssetBookAdditionalImport,Y,Import,Y,Additional,folded_variant_base,2,1,"AssetBookAdditionalImport, AssetBookImport",AssetBookAdditionalImport,"AssetBookAdditionalImport, AssetBookImport"
AssetBookImport,The AssetBookImport Raw Data Web Service contains operations that expose AssetBookImport-related data in the Infor Enterprise Business Services.,Y,multiple,AssetBook,AssetBookImport,Y,AssetBookImport,Y,Import,Y,,direct_variant,2,1,"AssetBookAdditionalImport, AssetBookImport",AssetBookAdditionalImport,"AssetBookAdditionalImport, AssetBookImport"
AssetItemImport,The AssetItemImport Raw Data Web Service contains operations that expose AssetItemImport-related data in the Infor Enterprise Business Services.,Y,multiple,AssetItem,AssetItemImport,Y,AssetItemImport,Y,Import,Y,,direct_variant,2,1,AssetItemImport,AssetItemImportFund,"AssetItemImport, AssetItemImportFund"
AssetItemImportFund,The AssetItemImportFund Raw Data Web Service contains operations that expose AssetItemImportFund-related data in the Infor Enterprise Business Services.,Y,multiple,AssetItem,AssetItemImport,Y,AssetItemImport,Y,Import,N,Fund,suffix_member,2,1,AssetItemImport,AssetItemImportFund,"AssetItemImport, AssetItemImportFund"
AssetManagementInterface,The AssetManagementInterface Raw Data Web Service contains operations that expose AssetManagementInterface-related tasks in the Infor Enterprise Business Services.,Y,multiple,AssetManagement,AssetManagementInterface,Y,AssetManagementInterface,Y,Interface,Y,,direct_variant,2,1,AssetManagementInterface,AssetManagementInterfaceResult,"AssetManagementInterface, AssetManagementInterfaceResult"
AssetManagementInterfaceResult,The AssetManagementInterfaceResult Raw Data Web Service contains operations that expose AssetManagementInterfaceResult-related data in the Infor Enterprise Business Services.,Y,multiple,AssetManagement,AssetManagementInterface,Y,AssetManagementInterface,Y,Interface,N,Result,suffix_member,2,1,AssetManagementInterface,AssetManagementInterfaceResult,"AssetManagementInterface, AssetManagementInterfaceResult"
BankStatementInterface,The BankStatementInterface Raw Data Web Service contains operations that expose BankStatementInterface-related data in the Infor Enterprise Business Services.,Y,multiple,BankStatement,BankStatementInterface,Y,BankStatementInterface,Y,Interface,Y,,direct_variant,4,1,BankStatementInterface,"BankStatementInterfaceHeader, BankStatementInterfaceHeaderError, BankStatementInterfaceTask","BankStatementInterface, BankStatementInterfaceHeader, BankStatementInterfaceHeaderError, BankStatementInterfaceTask"
BankStatementInterfaceHeader,The BankStatementInterfaceHeader Raw Data Web Service contains operations that expose BankStatementInterfaceHeader-related data in the Infor Enterprise Business Services.,Y,multiple,BankStatement,BankStatementInterface,Y,BankStatementInterface,Y,Interface,N,Header,suffix_member,4,1,BankStatementInterface,"BankStatementInterfaceHeader, BankStatementInterfaceHeaderError, BankStatementInterfaceTask","BankStatementInterface, BankStatementInterfaceHeader, BankStatementInterfaceHeaderError, BankStatementInterfaceTask"
BankStatementInterfaceHeaderError,The BankStatementInterfaceHeaderError Raw Data Web Service contains operations that expose BankStatementInterfaceHeaderError-related data in the Infor Enterprise Business Services.,Y,multiple,BankStatement,BankStatementInterface,Y,BankStatementInterface,Y,Interface,N,HeaderError,suffix_member,4,1,BankStatementInterface,"BankStatementInterfaceHeader, BankStatementInterfaceHeaderError, BankStatementInterfaceTask","BankStatementInterface, BankStatementInterfaceHeader, BankStatementInterfaceHeaderError, BankStatementInterfaceTask"
BankStatementInterfaceTask,The BankStatementInterfaceTask Raw Data Web Service contains operations that expose BankStatementInterfaceTask-related tasks in the Infor Enterprise Business Services.,Y,multiple,BankStatement,BankStatementInterface,Y,BankStatementInterface,Y,Interface,N,Task,suffix_member,4,1,BankStatementInterface,"BankStatementInterfaceHeader, BankStatementInterfaceHeaderError, BankStatementInterfaceTask","BankStatementInterface, BankStatementInterfaceHeader, BankStatementInterfaceHeaderError, BankStatementInterfaceTask"
BillingInterface,The BillingInterface Raw Data Web Service contains operations that expose BillingInterface-related tasks in the Infor Enterprise Business Services.,Y,multiple,Billing,BillingInterface,Y,BillingInterface,Y,Interface,Y,,direct_variant,2,1,BillingInterface,BillingInterfaceResult,"BillingInterface, BillingInterfaceResult"
BillingInterfaceResult,The BillingInterfaceResult Raw Data Web Service contains operations that expose BillingInterfaceResult-related data in the Infor Enterprise Business Services.,Y,multiple,Billing,BillingInterface,Y,BillingInterface,Y,Interface,N,Result,suffix_member,2,1,BillingInterface,BillingInterfaceResult,"BillingInterface, BillingInterfaceResult"
BillingInvoiceAddOnChargeImport,The BillingInvoiceAddOnChargeImport Raw Data Web Service contains operations that expose BillingInvoiceAddOnChargeImport-related data in the Infor Enterprise Business Services.,Y,multiple,BillingInvoice,BillingInvoiceImport,Y,BillingInvoiceAddOnChargeImport,Y,Import,Y,AddOnCharge,folded_variant_base,4,1,"BillingInvoiceAddOnChargeImport, BillingInvoiceImport","BillingInvoiceAddOnChargeImport, BillingInvoiceImportComments, BillingInvoiceImportLine","BillingInvoiceAddOnChargeImport, BillingInvoiceImport, BillingInvoiceImportComments, BillingInvoiceImportLine"
BillingInvoiceImport,The BillingInvoiceImport Raw Data Web Service contains operations that expose BillingInvoiceImport-related data in the Infor Enterprise Business Services.,Y,multiple,BillingInvoice,BillingInvoiceImport,Y,BillingInvoiceImport,Y,Import,Y,,direct_variant,4,1,"BillingInvoiceAddOnChargeImport, BillingInvoiceImport","BillingInvoiceAddOnChargeImport, BillingInvoiceImportComments, BillingInvoiceImportLine","BillingInvoiceAddOnChargeImport, BillingInvoiceImport, BillingInvoiceImportComments, BillingInvoiceImportLine"
BillingInvoiceImportComments,The BillingInvoiceImportComments Raw Data Web Service contains operations that expose BillingInvoiceImportComments-related data in the Infor Enterprise Business Services.,Y,multiple,BillingInvoice,BillingInvoiceImport,Y,BillingInvoiceImport,Y,Import,N,Comments,suffix_member,4,1,"BillingInvoiceAddOnChargeImport, BillingInvoiceImport","BillingInvoiceAddOnChargeImport, BillingInvoiceImportComments, BillingInvoiceImportLine","BillingInvoiceAddOnChargeImport, BillingInvoiceImport, BillingInvoiceImportComments, BillingInvoiceImportLine"
BillingInvoiceImportLine,The BillingInvoiceImportLine Raw Data Web Service contains operations that expose BillingInvoiceImportLine-related data in the Infor Enterprise Business Services.,Y,multiple,BillingInvoice,BillingInvoiceImport,Y,BillingInvoiceImport,Y,Import,N,Line,suffix_member,4,1,"BillingInvoiceAddOnChargeImport, BillingInvoiceImport","BillingInvoiceAddOnChargeImport, BillingInvoiceImportComments, BillingInvoiceImportLine","BillingInvoiceAddOnChargeImport, BillingInvoiceImport, BillingInvoiceImportComments, BillingInvoiceImportLine"
BudgetImport,The BudgetImport Raw Data Web Service contains operations that expose BudgetImport-related data in the Infor Enterprise Business Services.,Y,multiple,Budget,BudgetImport,Y,BudgetImport,Y,Import,Y,,direct_variant,2,1,BudgetImport,BudgetImportResult,"BudgetImport, BudgetImportResult"
BudgetImportResult,The BudgetImportResult Raw Data Web Service contains operations that expose BudgetImportResult-related data in the Infor Enterprise Business Services.,Y,multiple,Budget,BudgetImport,Y,BudgetImport,Y,Import,N,Result,suffix_member,2,1,BudgetImport,BudgetImportResult,"BudgetImport, BudgetImportResult"
CompanyCustomerBankAccountImport,The CompanyCustomerBankAccountImport Raw Data Web Service contains operations that expose CompanyCustomerBankAccountImport-related data in the Infor Enterprise Business Services.,Y,multiple,CompanyCustomer,CompanyCustomerImport,Y,CompanyCustomerBankAccountImport,Y,Import,Y,BankAccount,folded_variant_base,5,1,"CompanyCustomerBankAccountImport, CompanyCustomerContactImport, CompanyCustomerEFTImport, CompanyCustomerImport, CompanyCustomerPeriodImport","CompanyCustomerBankAccountImport, CompanyCustomerContactImport, CompanyCustomerEFTImport, CompanyCustomerPeriodImport","CompanyCustomerBankAccountImport, CompanyCustomerContactImport, CompanyCustomerEFTImport, CompanyCustomerImport, CompanyCustomerPeriodImport"
CompanyCustomerContactImport,The CompanyCustomerContactImport Raw Data Web Service contains operations that expose CompanyCustomerContactImport-related data in the Infor Enterprise Business Services.,Y,multiple,CompanyCustomer,CompanyCustomerImport,Y,CompanyCustomerContactImport,Y,Import,Y,Contact,folded_variant_base,5,1,"CompanyCustomerBankAccountImport, CompanyCustomerContactImport, CompanyCustomerEFTImport, CompanyCustomerImport, CompanyCustomerPeriodImport","CompanyCustomerBankAccountImport, CompanyCustomerContactImport, CompanyCustomerEFTImport, CompanyCustomerPeriodImport","CompanyCustomerBankAccountImport, CompanyCustomerContactImport, CompanyCustomerEFTImport, CompanyCustomerImport, CompanyCustomerPeriodImport"
CompanyCustomerEFTImport,The CompanyCustomerEFTImport Raw Data Web Service contains operations that expose CompanyCustomerEFTImport-related data in the Infor Enterprise Business Services.,Y,multiple,CompanyCustomer,CompanyCustomerImport,Y,CompanyCustomerEFTImport,Y,Import,Y,EFT,folded_variant_base,5,1,"CompanyCustomerBankAccountImport, CompanyCustomerContactImport, CompanyCustomerEFTImport, CompanyCustomerImport, CompanyCustomerPeriodImport","CompanyCustomerBankAccountImport, CompanyCustomerContactImport, CompanyCustomerEFTImport, CompanyCustomerPeriodImport","CompanyCustomerBankAccountImport, CompanyCustomerContactImport, CompanyCustomerEFTImport, CompanyCustomerImport, CompanyCustomerPeriodImport"
CompanyCustomerImport,The CompanyCustomerImport Raw Data Web Service contains operations that expose CompanyCustomerImport-related data in the Infor Enterprise Business Services.,Y,multiple,CompanyCustomer,CompanyCustomerImport,Y,CompanyCustomerImport,Y,Import,Y,,direct_variant,5,1,"CompanyCustomerBankAccountImport, CompanyCustomerContactImport, CompanyCustomerEFTImport, CompanyCustomerImport, CompanyCustomerPeriodImport","CompanyCustomerBankAccountImport, CompanyCustomerContactImport, CompanyCustomerEFTImport, CompanyCustomerPeriodImport","CompanyCustomerBankAccountImport, CompanyCustomerContactImport, CompanyCustomerEFTImport, CompanyCustomerImport, CompanyCustomerPeriodImport"
CompanyCustomerPeriodImport,The CompanyCustomerPeriodImport Raw Data Web Service contains operations that expose CompanyCustomerPeriodImport-related data in the Infor Enterprise Business Services.,Y,multiple,CompanyCustomer,CompanyCustomerImport,Y,CompanyCustomerPeriodImport,Y,Import,Y,Period,folded_variant_base,5,1,"CompanyCustomerBankAccountImport, CompanyCustomerContactImport, CompanyCustomerEFTImport, CompanyCustomerImport, CompanyCustomerPeriodImport","CompanyCustomerBankAccountImport, CompanyCustomerContactImport, CompanyCustomerEFTImport, CompanyCustomerPeriodImport","CompanyCustomerBankAccountImport, CompanyCustomerContactImport, CompanyCustomerEFTImport, CompanyCustomerImport, CompanyCustomerPeriodImport"
ConfigDocumentInterfaceAddOnChargeLog,The ConfigDocumentInterfaceAddOnChargeLog Raw Data Web Service contains operations that expose ConfigDocumentInterfaceAddOnChargeLog-related data in the Infor Enterprise Business Services.,Y,multiple,ConfigDocument,ConfigDocumentInterface,N,ConfigDocumentInterface,N,Interface,N,AddOnChargeLog,suffix_member,4,1,ConfigDocumentInterface,"ConfigDocumentInterfaceAddOnChargeLog, ConfigDocumentInterfaceDetailLog, ConfigDocumentInterfaceDistributionLog, ConfigDocumentInterfaceInvoiceLog","ConfigDocumentInterfaceAddOnChargeLog, ConfigDocumentInterfaceDetailLog, ConfigDocumentInterfaceDistributionLog, ConfigDocumentInterfaceInvoiceLog"
ConfigDocumentInterfaceDetailLog,The ConfigDocumentInterfaceDetailLog Raw Data Web Service contains operations that expose ConfigDocumentInterfaceDetailLog-related data in the Infor Enterprise Business Services.,Y,multiple,ConfigDocument,ConfigDocumentInterface,N,ConfigDocumentInterface,N,Interface,N,DetailLog,suffix_member,4,1,ConfigDocumentInterface,"ConfigDocumentInterfaceAddOnChargeLog, ConfigDocumentInterfaceDetailLog, ConfigDocumentInterfaceDistributionLog, ConfigDocumentInterfaceInvoiceLog","ConfigDocumentInterfaceAddOnChargeLog, ConfigDocumentInterfaceDetailLog, ConfigDocumentInterfaceDistributionLog, ConfigDocumentInterfaceInvoiceLog"
ConfigDocumentInterfaceDistributionLog,The ConfigDocumentInterfaceDistributionLog Raw Data Web Service contains operations that expose ConfigDocumentInterfaceDistributionLog-related data in the Infor Enterprise Business Services.,Y,multiple,ConfigDocument,ConfigDocumentInterface,N,ConfigDocumentInterface,N,Interface,N,DistributionLog,suffix_member,4,1,ConfigDocumentInterface,"ConfigDocumentInterfaceAddOnChargeLog, ConfigDocumentInterfaceDetailLog, ConfigDocumentInterfaceDistributionLog, ConfigDocumentInterfaceInvoiceLog","ConfigDocumentInterfaceAddOnChargeLog, ConfigDocumentInterfaceDetailLog, ConfigDocumentInterfaceDistributionLog, ConfigDocumentInterfaceInvoiceLog"
ConfigDocumentInterfaceInvoiceLog,The ConfigDocumentInterfaceInvoiceLog Raw Data Web Service contains operations that expose ConfigDocumentInterfaceInvoiceLog-related data in the Infor Enterprise Business Services.,Y,multiple,ConfigDocument,ConfigDocumentInterface,N,ConfigDocumentInterface,N,Interface,N,InvoiceLog,suffix_member,4,1,ConfigDocumentInterface,"ConfigDocumentInterfaceAddOnChargeLog, ConfigDocumentInterfaceDetailLog, ConfigDocumentInterfaceDistributionLog, ConfigDocumentInterfaceInvoiceLog","ConfigDocumentInterfaceAddOnChargeLog, ConfigDocumentInterfaceDetailLog, ConfigDocumentInterfaceDistributionLog, ConfigDocumentInterfaceInvoiceLog"
ContractImport,The ContractImport Raw Data Web Service contains operations that expose ContractImport-related data in the Infor Enterprise Business Services.,Y,multiple,Contract,ContractImport,Y,ContractImport,Y,Import,Y,,direct_variant,16,2,"ContractImport, ContractInterface, ContractLineImport","ContractImportDistributor, ContractImportGPOMembership, ContractImportGPOSupplier, ContractImportGPOSupplierUOM, ContractImportPriceChange, ContractImportTier, ContractImportTierDistributor, ContractImportTierMember, ContractImportTierQualCode, ContractImportTierQualifier, ContractInterfaceCatalog, ContractLineImport, ContractLineImportDistributor, ContractLineImportError, ContractLineImportTierCost","ContractImport, ContractImportDistributor, ContractImportGPOMembership, ContractImportGPOSupplier, ContractImportGPOSupplierUOM, ContractImportPriceChange, ContractImportTier, ContractImportTierDistributor, ContractImportTierMember, ContractImportTierQualCode, ContractImportTierQualifier, ContractInterfaceCatalog, ContractLineImport, ContractLineImportDistributor, ContractLineImportError, ContractLineImportTierCost"
ContractImportDistributor,The ContractImportDistributor Raw Data Web Service contains operations that expose ContractImportDistributor-related data in the Infor Enterprise Business Services.,Y,multiple,Contract,ContractImport,Y,ContractImport,Y,Import,N,Distributor,suffix_member,16,2,"ContractImport, ContractInterface, ContractLineImport","ContractImportDistributor, ContractImportGPOMembership, ContractImportGPOSupplier, ContractImportGPOSupplierUOM, ContractImportPriceChange, ContractImportTier, ContractImportTierDistributor, ContractImportTierMember, ContractImportTierQualCode, ContractImportTierQualifier, ContractInterfaceCatalog, ContractLineImport, ContractLineImportDistributor, ContractLineImportError, ContractLineImportTierCost","ContractImport, ContractImportDistributor, ContractImportGPOMembership, ContractImportGPOSupplier, ContractImportGPOSupplierUOM, ContractImportPriceChange, ContractImportTier, ContractImportTierDistributor, ContractImportTierMember, ContractImportTierQualCode, ContractImportTierQualifier, ContractInterfaceCatalog, ContractLineImport, ContractLineImportDistributor, ContractLineImportError, ContractLineImportTierCost"
ContractImportGPOMembership,The ContractImportGPOMembership Raw Data Web Service contains operations that expose ContractImportGPOMembership-related data in the Infor Enterprise Business Services.,Y,multiple,Contract,ContractImport,Y,ContractImport,Y,Import,N,GPOMembership,suffix_member,16,2,"ContractImport, ContractInterface, ContractLineImport","ContractImportDistributor, ContractImportGPOMembership, ContractImportGPOSupplier, ContractImportGPOSupplierUOM, ContractImportPriceChange, ContractImportTier, ContractImportTierDistributor, ContractImportTierMember, ContractImportTierQualCode, ContractImportTierQualifier, ContractInterfaceCatalog, ContractLineImport, ContractLineImportDistributor, ContractLineImportError, ContractLineImportTierCost","ContractImport, ContractImportDistributor, ContractImportGPOMembership, ContractImportGPOSupplier, ContractImportGPOSupplierUOM, ContractImportPriceChange, ContractImportTier, ContractImportTierDistributor, ContractImportTierMember, ContractImportTierQualCode, ContractImportTierQualifier, ContractInterfaceCatalog, ContractLineImport, ContractLineImportDistributor, ContractLineImportError, ContractLineImportTierCost"
ContractImportGPOSupplier,The ContractImportGPOSupplier Raw Data Web Service contains operations that expose ContractImportGPOSupplier-related data in the Infor Enterprise Business Services.,Y,multiple,Contract,ContractImport,Y,ContractImport,Y,Import,N,GPOSupplier,suffix_member,16,2,"ContractImport, ContractInterface, ContractLineImport","ContractImportDistributor, ContractImportGPOMembership, ContractImportGPOSupplier, ContractImportGPOSupplierUOM, ContractImportPriceChange, ContractImportTier, ContractImportTierDistributor, ContractImportTierMember, ContractImportTierQualCode, ContractImportTierQualifier, ContractInterfaceCatalog, ContractLineImport, ContractLineImportDistributor, ContractLineImportError, ContractLineImportTierCost","ContractImport, ContractImportDistributor, ContractImportGPOMembership, ContractImportGPOSupplier, ContractImportGPOSupplierUOM, ContractImportPriceChange, ContractImportTier, ContractImportTierDistributor, ContractImportTierMember, ContractImportTierQualCode, ContractImportTierQualifier, ContractInterfaceCatalog, ContractLineImport, ContractLineImportDistributor, ContractLineImportError, ContractLineImportTierCost"
ContractImportGPOSupplierUOM,The ContractImportGPOSupplierUOM Raw Data Web Service contains operations that expose ContractImportGPOSupplierUOM-related data in the Infor Enterprise Business Services.,Y,multiple,Contract,ContractImport,Y,ContractImport,Y,Import,N,GPOSupplierUOM,suffix_member,16,2,"ContractImport, ContractInterface, ContractLineImport","ContractImportDistributor, ContractImportGPOMembership, ContractImportGPOSupplier, ContractImportGPOSupplierUOM, ContractImportPriceChange, ContractImportTier, ContractImportTierDistributor, ContractImportTierMember, ContractImportTierQualCode, ContractImportTierQualifier, ContractInterfaceCatalog, ContractLineImport, ContractLineImportDistributor, ContractLineImportError, ContractLineImportTierCost","ContractImport, ContractImportDistributor, ContractImportGPOMembership, ContractImportGPOSupplier, ContractImportGPOSupplierUOM, ContractImportPriceChange, ContractImportTier, ContractImportTierDistributor, ContractImportTierMember, ContractImportTierQualCode, ContractImportTierQualifier, ContractInterfaceCatalog, ContractLineImport, ContractLineImportDistributor, ContractLineImportError, ContractLineImportTierCost"
ContractImportPriceChange,The ContractImportPriceChange Raw Data Web Service contains operations that expose ContractImportPriceChange-related data in the Infor Enterprise Business Services.,Y,multiple,Contract,ContractImport,Y,ContractImport,Y,Import,N,PriceChange,suffix_member,16,2,"ContractImport, ContractInterface, ContractLineImport","ContractImportDistributor, ContractImportGPOMembership, ContractImportGPOSupplier, ContractImportGPOSupplierUOM, ContractImportPriceChange, ContractImportTier, ContractImportTierDistributor, ContractImportTierMember, ContractImportTierQualCode, ContractImportTierQualifier, ContractInterfaceCatalog, ContractLineImport, ContractLineImportDistributor, ContractLineImportError, ContractLineImportTierCost","ContractImport, ContractImportDistributor, ContractImportGPOMembership, ContractImportGPOSupplier, ContractImportGPOSupplierUOM, ContractImportPriceChange, ContractImportTier, ContractImportTierDistributor, ContractImportTierMember, ContractImportTierQualCode, ContractImportTierQualifier, ContractInterfaceCatalog, ContractLineImport, ContractLineImportDistributor, ContractLineImportError, ContractLineImportTierCost"
ContractImportTier,The ContractImportTier Raw Data Web Service contains operations that expose ContractImportTier-related data in the Infor Enterprise Business Services.,Y,multiple,Contract,ContractImport,Y,ContractImport,Y,Import,N,Tier,suffix_member,16,2,"ContractImport, ContractInterface, ContractLineImport","ContractImportDistributor, ContractImportGPOMembership, ContractImportGPOSupplier, ContractImportGPOSupplierUOM, ContractImportPriceChange, ContractImportTier, ContractImportTierDistributor, ContractImportTierMember, ContractImportTierQualCode, ContractImportTierQualifier, ContractInterfaceCatalog, ContractLineImport, ContractLineImportDistributor, ContractLineImportError, ContractLineImportTierCost","ContractImport, ContractImportDistributor, ContractImportGPOMembership, ContractImportGPOSupplier, ContractImportGPOSupplierUOM, ContractImportPriceChange, ContractImportTier, ContractImportTierDistributor, ContractImportTierMember, ContractImportTierQualCode, ContractImportTierQualifier, ContractInterfaceCatalog, ContractLineImport, ContractLineImportDistributor, ContractLineImportError, ContractLineImportTierCost"
ContractImportTierDistributor,The ContractImportTierDistributor Raw Data Web Service contains operations that expose ContractImportTierDistributor-related data in the Infor Enterprise Business Services.,Y,multiple,Contract,ContractImport,Y,ContractImport,Y,Import,N,TierDistributor,suffix_member,16,2,"ContractImport, ContractInterface, ContractLineImport","ContractImportDistributor, ContractImportGPOMembership, ContractImportGPOSupplier, ContractImportGPOSupplierUOM, ContractImportPriceChange, ContractImportTier, ContractImportTierDistributor, ContractImportTierMember, ContractImportTierQualCode, ContractImportTierQualifier, ContractInterfaceCatalog, ContractLineImport, ContractLineImportDistributor, ContractLineImportError, ContractLineImportTierCost","ContractImport, ContractImportDistributor, ContractImportGPOMembership, ContractImportGPOSupplier, ContractImportGPOSupplierUOM, ContractImportPriceChange, ContractImportTier, ContractImportTierDistributor, ContractImportTierMember, ContractImportTierQualCode, ContractImportTierQualifier, ContractInterfaceCatalog, ContractLineImport, ContractLineImportDistributor, ContractLineImportError, ContractLineImportTierCost"
ContractImportTierMember,The ContractImportTierMember Raw Data Web Service contains operations that expose ContractImportTierMember-related data in the Infor Enterprise Business Services.,Y,multiple,Contract,ContractImport,Y,ContractImport,Y,Import,N,TierMember,suffix_member,16,2,"ContractImport, ContractInterface, ContractLineImport","ContractImportDistributor, ContractImportGPOMembership, ContractImportGPOSupplier, ContractImportGPOSupplierUOM, ContractImportPriceChange, ContractImportTier, ContractImportTierDistributor, ContractImportTierMember, ContractImportTierQualCode, ContractImportTierQualifier, ContractInterfaceCatalog, ContractLineImport, ContractLineImportDistributor, ContractLineImportError, ContractLineImportTierCost","ContractImport, ContractImportDistributor, ContractImportGPOMembership, ContractImportGPOSupplier, ContractImportGPOSupplierUOM, ContractImportPriceChange, ContractImportTier, ContractImportTierDistributor, ContractImportTierMember, ContractImportTierQualCode, ContractImportTierQualifier, ContractInterfaceCatalog, ContractLineImport, ContractLineImportDistributor, ContractLineImportError, ContractLineImportTierCost"
ContractImportTierQualCode,The ContractImportTierQualCode Raw Data Web Service contains operations that expose ContractImportTierQualCode-related data in the Infor Enterprise Business Services.,Y,multiple,Contract,ContractImport,Y,ContractImport,Y,Import,N,TierQualCode,suffix_member,16,2,"ContractImport, ContractInterface, ContractLineImport","ContractImportDistributor, ContractImportGPOMembership, ContractImportGPOSupplier, ContractImportGPOSupplierUOM, ContractImportPriceChange, ContractImportTier, ContractImportTierDistributor, ContractImportTierMember, ContractImportTierQualCode, ContractImportTierQualifier, ContractInterfaceCatalog, ContractLineImport, ContractLineImportDistributor, ContractLineImportError, ContractLineImportTierCost","ContractImport, ContractImportDistributor, ContractImportGPOMembership, ContractImportGPOSupplier, ContractImportGPOSupplierUOM, ContractImportPriceChange, ContractImportTier, ContractImportTierDistributor, ContractImportTierMember, ContractImportTierQualCode, ContractImportTierQualifier, ContractInterfaceCatalog, ContractLineImport, ContractLineImportDistributor, ContractLineImportError, ContractLineImportTierCost"
